Unnamed: 0,id,atm_group,address,address_rus,lat,long,target
21,2034,496.5,POLEVAYA 4                MEDVEDEVO,"Полевая улица, 4, посёлок городского типа Медведево, Медведевский район, Республика Марий Эл, Россия, 425200",56.63759,47.803974,-0.02747519612
22,2035,496.5,UPITA 5A                  KIROV,"улица Андрея Упита, 5А, Киров, Россия, 610050",58.605564,49.591163,-0.1013755909
23,2850,496.5,VOSTOCHNAYA 42/7          ORENBURG,"Восточная улица, 42/7, Оренбург, Россия, 460021",51.784175,55.153504,-0.08652950913
24,2873,496.5,AMURSKAYA 13              CHITA,"Амурская улица, 13, Чита, Забайкальский край, Россия, 672039",52.023722,113.513428,-0.07328752901
25,2876,496.5,VOROVSKOGO 43             KIROV,"улица Воровского, 43, Киров, Россия",58.594438,49.666657,-0.1105973683
26,2877,496.5,LENINA 3                  PRISTEN,"улица Ленина, 3, посёлок городского типа Пристень, Пристенский район, Курская область, Россия, 306200",51.235052,36.694293,-0.07879399868
27,2897,496.5,KARLA MARKSA 76/1         KURGAN,"улица Карла Маркса, 76/1, Курган, Россия",55.442245,65.35418,-0.02614658823
28,2900,496.5,KALACHINSKAYA 25          KALACHINSK,"Калачинская улица, 25, Калачинск, Омская область, Россия, 646900",55.047822,74.588663,0.01820882754
29,2914,496.5,ZAVOYKO 7                 ELIZOVO,"улица Завойко, 7, Елизово, Камчатский край, Россия, 684000",53.1871,158.383863,0.06135092767
30,2923,496.5,19-LINIYA 10              IVANOVO,"19-я линия, 10, Иваново, Россия, 153031",56.989885,40.932023,-0.04473002151
31,2951,496.5,DEYNEKI 19                KURSK,"улица Дейнеки, 19, микрорайон КЗТЗ, Курск, Россия, 305047",51.704063,36.142449,-0.06321061892
32,2973,496.5,KRASNIY PUT' 9            KRUTINKA,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.05607726557
33,4446,496.5,PERVOMAYSKAYA 11          POCHEP,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458786,-0.07275458151
34,4447,496.5,OKTYABRSKAYA 138          PRYAMITSYNO,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.1166702729
35,4458,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.1450012315
36,4466,496.5,GLADKOVA 10               CHEBOKSARY,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.07251412395
37,4470,496.5,LENINA 11                 KIREYEVSK,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.003881073322
38,4489,496.5,LENINA 56                 AKSHA,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.281236,113.286909,-0.05923667427
39,4491,496.5,VAREYKISA 2/1             ULYANOVSK,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.09805944763
40,4510,496.5,PER. BAZARNY 4            SPASSK-DALNY,,,,0.03919064159
41,4511,496.5,GRIGORENKO 8              LESOZAVODSK,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",45.462274,133.403108,-0.02977198219
42,4512,496.5,SEMIRECHENSKAYA 93        OMSK,"Семиреченская улица, 93, Омск, Россия, 644016",54.931034,73.29667,-0.1265452639
43,4523,496.5,AVTOZAVODSKAYA 56         ULYANOVSK,"Автозаводская улица, 56, Ульяновск, Россия, 432008",54.291753,48.315699,-0.1291552724
44,4526,496.5,"MOSKOVSKIY PR-T, 19B      VORONEZH    ","Московский проспект, 19, Воронеж, Россия, 394026",51.693681,39.181539,-0.05962481807
45,4542,496.5,B.KHMELNITSKOGO 81        EYSK,"улица Богдана Хмельницкого, 81, Ейск, Краснодарский край, Россия",46.695209,38.283637,-0.03800440301
46,4574,496.5,KALININA AVE. 15/1        TVER,"проспект Калинина, 15с1, Тверь, Россия, 170001",56.85372,35.865292,-0.02571505261
47,4584,496.5,OKTIABRSKAYA 1            NAMTSY,"Октябрьская улица, 1, село Намцы, Намский улус, Республика Саха (Якутия), Россия, 678380",62.718415,129.665604,-0.1450012315
48,4586,496.5,SVOBODY 51                IVANOVO,"улица Свободы, 51, Иваново, Россия, 153045",57.015939,41.005425,-0.05672162737
49,4588,496.5,PROFINTERNA 9/25          OMSK,"улица Профинтерна, 9, Омск, Россия, 644082",54.933853,73.332046,-0.006336406011
50,4594,496.5,KAZANSKY PR. 75/48        V.VOLOCHEK,"Казанский проспект, 75/48, Вышний Волочёк, Тверская область, Россия, 171163",57.58633,34.560713,-0.08487923387
51,4606,496.5,KLUCHEVSKAYA 6B           ULAN-UDE,"Ключевская улица, 6, Улан-Удэ, Республика Бурятия, Россия, 670013",51.820888,107.632517,0.04071184695
52,4608,496.5,BONDARENKO 37             IVANOVKA,"улица Бондаренко, 39, село Ивановка, Ивановский район, Амурская область, Россия",50.35649,128.00231,0.01602564044
53,4624,496.5,SOVETSKAYA 29             CHERDAKLY,"Советская улица, 29, посёлок городского типа Чердаклы, Чердаклинский район, Ульяновская область, Россия",54.358775,48.852236,-0.03809599631
54,4649,496.5,LENINA 7                  YASNOGORSK,"улица Ленина, 7, Ясногорск, Тульская область, Россия, 301030",54.481354,37.694199,-0.09431827157
55,4655,496.5,"POCHTOVIY PER, 3          ELIZOVO     ","Почтовый переулок, 3, Елизово, Камчатский край, Россия, 684005",53.183976,158.387789,-0.02281632312
56,4680,496.5,SHUHOVA 26                TULA,"улица Шухова, 26, Тула, Россия, 300004",54.208238,37.669046,-0.0908961794
57,4685,496.5,PROLETARSKAYA 11          P.PERVOMAYSK,"Пролетарская улица, 11, Первомайск, Нижегородская область, Россия, 607760",54.865166,43.793364,0.01306862259
58,4703,496.5,SOVETSKAYA 21A            PETROPAVLOVK,"Советская улица, 21, Петропавловск-Камчатский, Камчатский край, Россия",53.016529,158.649756,-0.1167487462
59,4712,496.5,LENINSKAYA 59B            ORENBURG,"Ленинская улица, 59, Оренбург, Россия, 460014",51.762709,55.111921,-0.1102991529
60,4713,496.5,"1-ST VISHNEVAYA, 17       KURSK       ","Вишневая улица, СТ Дружба-1, городской округ Ухта, Республика Коми, Россия",63.541994,53.852339,-0.05392474062
61,8483,496.5,"STROITELEY AVE, 1V        PENZA       ","проспект Строителей, 1, Пенза, Россия, 440066",53.220223,44.943414,-0.03184849342
62,8486,496.5,MOSKOVSKAYA 83            PENZA,"Московская улица, 83, Пенза, Россия, 440000",53.197086,45.019035,0.02590888067
63,8487,496.5,MIRA 41                   PENZA,"улица Мира, 41, Пенза, Россия",53.188433,44.970049,-0.01822629646
64,8497,496.5,"TRUDOVAYA 1, K.1          RYAZAN      ","Трудовая улица, 1к1, Рязань, Россия, 390011",54.603425,39.762453,-0.1168273378
65,8500,496.5,GAGARINA 29               KURAGINO,"переулок Гагарина, 29, посёлок городского типа Курагино, Курагинский район, Красноярский край, Россия, 662910",53.890961,92.68067,0.005782464392
66,8502,496.5,50 LET OKTYABRYA 6        VICHUGA,"улица 50 лет Октября, 6, Вичуга, Ивановская область, Россия, 155331",57.21764,41.937328,-0.1043306881
67,8511,496.5,PODROYKINA 28             BAGAEVSKAYA,"улица Подройкина, 28, станица Багаевская, Багаевский район, Ростовская область, Россия",47.321464,40.369543,-0.03813813379
68,8518,496.5,KRASNOARMEYSKAYA 233      KYZYL,"Красноармейская улица, 233, Кызыл, Республика Тыва, Россия, 667000",51.715113,94.428118,-0.03146751179
69,8534,496.5,CHERNISHEVSKOGO 56/2      YAKUTSK,"улица Чернышевского, 56/2, Якутск, Республика Саха (Якутия), Россия, 677007",62.011688,129.721308,-0.07610920527
70,8542,496.5,FRIDRIHA ENGELSA 88       VORONEZH,"улица Фридриха Энгельса, 88, Воронеж, Россия, 394018",51.659009,39.187756,-0.03186387874
71,8557,496.5,SOVETSKAYA 54/1           DOMODEDOVO,"Советская улица, 54, микрорайон Северный, Домодедово, Московская область, Россия",55.443659,37.747981,0.08008944083
72,8560,496.5,ORDZHONIKIDZE 34          SHIMANOVSK,"улица Орджоникидзе, 34/25, Шимановск, Амурская область, Россия",51.996266,127.667571,-0.0616802506
73,8566,496.5,TEKSTILSCHIKOV 18         LENINSK-KUZN,"проспект Текстильщиков, 18, Ленинск-Кузнецкий, Кемеровская область, Россия, 652523",54.697469,86.213438,-0.05952003291
74,8575,496.5,GAGARINA 9                CHELIABINSK,"улица Гагарина, 9, Ленинский район, Челябинск, Россия, 454010",55.141845,61.443095,-0.02900062543
75,8585,496.5,KIROVA 42                 CHELYABINSK,"улица Кирова, 42, Челябинск, Россия, 454084",55.179241,61.398556,0.007030613269
76,8588,496.5,"KIROVA AVE, 27A           PYATIGORSK  ","проспект Кирова, 27А, Пятигорск, Ставропольский край, Россия",44.03603,43.07835,-0.06341569106
77,8590,496.5,"OKTIABRYA AVE, 16         NIZHNIY NOVG","проспект Октября, 16, микрорайон Соцгород-I, Нижний Новгород, Россия, 603043",56.251202,43.866514,-0.04874488173
78,8594,496.5,"MIRA AVE, 27K/1           KUVANDYK    ","проспект Мира, 27, Кувандык, Оренбургская область, Россия, 462241",51.482219,57.376188,-0.09031216941
79,8601,496.5,POBEDI 31B                LESOSIBIRSK,"улица Победы, 31, Лесосибирск, Красноярский край, Россия, 662543",58.18613,92.53111,0.04380837954
80,8617,496.5,INDUSTRIALNAYA 30         SARAPUL,"Индустриальная улица, 30, Сарапул, Удмуртская Республика, Россия, 427968",56.449732,53.723485,-0.1450012315
81,8618,496.5,LENINA 48                 SVOBODNY,"улица Ленина, 48, Свободный, Амурская область, Россия",51.37197,128.139357,-0.1225081913
82,8619,496.5,STAVROPOLSKAYA 100        KRASNODAR,"Ставропольская улица, 100, микрорайон Черёмушки, Краснодар, Россия, 350033",45.01906,38.998633,-0.04738277255
83,8625,496.5,KHALTURINA 11             GELENDZHIK,"улица Халтурина, 11, Геленджик, Краснодарский край, Россия",44.568385,38.080115,-0.02005995273
84,8643,496.5,SCHETINKINA 12            TURAN,"улица Щетинкина, 14, Туран, Пий-Хемский кожуун, Республика Тыва, Россия",52.142246,93.922393,0.00748899819
85,8658,496.5,BIRYUZOVA 31              MOSCOW,"улица Маршала Бирюзова, 31, Москва, Россия, 123060",55.796526,37.486859,-0.07718966161
86,8659,496.5,MYASNIKYANA 95            CHALTIR,"улица Мясникяна, 95, село Чалтырь, Мясниковский район, Ростовская область, Россия, 346800",47.284715,39.500702,-0.09023119784
87,8660,496.5,LENINA 19                 TOSNO,"проспект Ленина, 19, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",59.547013,30.864595,-0.0103225371
88,8663,496.5,CHAPAEVA 2A               SERYSHEVO,"улица Чапаева, 2, посёлок городского типа Серышево, Серышевский район, Амурская область, Россия, 676351",51.092978,128.362247,-0.08702164994
89,8691,496.5,GAGARINA 14-4             P. HOVU-AKSY,"улица Гагарина, 14, село Хову-Аксы, Чеди-Хольский кожуун, Республика Тыва, Россия",51.131723,93.716464,-0.01014840116
90,8697,496.5,LENINA 93                 UST-LABINSK,"улица Ленина, 93, Усть-Лабинск, Краснодарский край, Россия, 352333",45.215441,39.690147,-0.08251826011
91,8699,496.5,TSENTRALNAYA 45           KRASN.YARUGA,"Центральная улица, 45, посёлок городского типа Красная Яруга, Краснояружский район, Белгородская область, Россия, 309420",50.802065,35.656945,-0.04783485348
92,8700,496.5,BAUMANA 16                YOSHKAR-OLA,"улица Баумана, 16, Йошкар-Ола, Республика Марий Эл, Россия, 424019",56.64108,47.84341,-0.09438394858
93,8702,496.5,"70 LET OKTYABRYA, 25/2    OMSK        ","улица 70 лет Октября, 25/2, Омск, Россия, 644074",54.976597,73.33404,-0.08490357517
94,8709,496.5,KRASNOOKTYABRSKAYA 66V    MAYKOP,"Краснооктябрьская улица, 62, Майкоп, Республика Адыгея, Россия, 385006",44.618387,40.10746,-0.02194054584
95,8715,496.5,SHOLOM-ALEYHAMA 72        BIROBIDZHAN,"улица Шолом-Алейхема, 72, Биробиджан, Еврейская автономная область, Россия, 679016",48.801131,132.906429,0.07325575442
96,8717,496.5,LENINA 40                 EFREMOV,"улица Ленина, 40, Ефремов, Тульская область, Россия, 301840",53.145073,38.105187,-0.05393145649
97,8720,496.5,KASHIRINIKH 124           CHELYABINSK,"улица Братьев Кашириных, 124, Челябинск, Россия, 454128",55.174296,61.304511,-0.08112422369
98,8722,496.5,AVTOMOBILISTOV 4A         ULAN-UDE,"проспект Автомобилистов, 4Ак1, Улан-Удэ, Республика Бурятия, Россия, 670045",51.831086,107.657625,-0.119230224
99,8731,496.5,YAROSLAVSKAYA 56          UGLICH,"Ярославская улица, 56, Углич, Ярославская область, Россия, 152610",57.53267,38.333269,-0.02330640467
100,8735,496.5,K.MARKSA 8                KURSK,"улица Карла Маркса, 8, Курск, Россия, 305004",51.750199,36.191928,-0.1417534018
101,8736,496.5,LUNACHARSKOGO 49          OBOYAN,"улица Луначарского, 49, Обоянь, Курская область, Россия",51.208488,36.280367,0.0312245047
102,8745,496.5,AK. KIRENSKOGO 2          KRASNOYARSK,"улица Академика Киренского, 2, Красноярск, Россия, 660074",55.995649,92.786905,-0.09148681288
103,8750,496.5,LENINA 23                 BRYANSK,"проспект Ленина, 23, Брянск, Россия, 241050",53.239434,34.35879,-0.02733394785
104,8755,496.5,KIROVA 7A                 ASTRAKHAN,"улица Кирова, 7/28, Астрахань, Россия, 414000",46.352547,48.037589,-0.04529878585
105,8756,496.5,OKTYABRSKAYA 4            VOLODARSKIY,"Октябрьская площадь, 4, посёлок городского типа Володарский, Володарский район, Астраханская область, Россия, 416170",46.402883,48.543027,-0.05870397595
106,8759,496.5,"NABEREZHNAYA 1 MAY, 160   ASTRAKHAN   ","улица Набережная 1 Мая, 160/94, Астрахань, Россия, 414000",46.343241,48.051675,-0.07256212673
107,8770,496.5,BEZHITSKAYA 1/5           BRYANSK,"Бежицкая улица, 1к5, Брянск, Россия, 241007",53.268374,34.355008,-0.04295661014
108,8771,496.5,KRILATAYA 2               KRASNODAR,"Крылатая улица, 2, жилой массив Пашковский, Краснодар, Россия, 350023",45.011446,39.122529,-0.0618519972
109,8781,496.5,SOVETSKIY 3               BIKIN,"Советский переулок, 3, Бикин, Хабаровский край, Россия, 682970",46.824789,134.253417,-0.003457932609
110,8790,496.5,PUSHKINA 22               ELETS,"улица Пушкина, 22, Елец, Липецкая область, Россия, 399772",52.608066,38.501362,-0.08184239792
111,8797,496.5,IPPODROMNAYA 15B          ELISTA,"Ипподромная улица, 15, Элиста, Республика Калмыкия, Россия, 358005",46.321623,44.233611,-0.07983827673
112,13,496.5,KOMMUNARSKIY 18           BIYSK,"Коммунарский переулок, 18, Бийск, Алтайский край, Россия, 659300",52.540672,85.22168,-0.05035007442
113,18,496.5,VERKHNAYA DUBROVA 26ZH    VLADIMIR,"улица Верхняя Дуброва, 26Ж, Владимир, Россия, 600022",56.109039,40.344112,-0.09047449122
114,23,496.5,SOVETSKAYA 7              TOSNO,"Советская улица, 7, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",59.542333,30.880522,-0.03724813855
115,24,496.5,PIONERSKAYA 10A           KHABAROVSK,"Пионерская улица, 10А, Хабаровск, Россия",48.458826,135.089668,0.00939682326
116,29,496.5,LENINA 32                 YUKHNOV,"улица Ленина, 32, Юхнов, Калужская область, Россия, 249910",54.740854,35.225583,-0.05089843699
117,61,496.5,DZERZHINSKOGO 82/2        VELSK,"улица Дзержинского, 82, Вельск, Архангельская область, Россия, 165150",61.069724,42.112419,-0.0694851969
118,62,496.5,LENINA 2                  USMAN,"улица Ленина, 2, Усмань, Липецкая область, Россия",52.038882,39.73668,-0.05607726557
119,68,496.5,VOROSHILOVA 6/24          KRASNIY SULI,"улица Ворошилова, 6, Красный Сулин, Ростовская область, Россия",47.894769,40.057549,-0.06626410446
120,72,496.5,MIRA 11A                  LAKINSK,"улица Мира, 11А, Лакинск, Собинский район, Владимирская область, Россия, 601241",56.022348,39.979908,-0.06330300248
121,75,496.5,SOVETSKAYA 82             STARONIZHEST,"Советская улица, 82, станица Старонижестеблиевская, Красноармейский район, Краснодарский край, Россия",45.377812,38.438713,0.08910534934
122,76,496.5,PSKOVSKAYA 2              VOLOGDA,"Псковская улица, 2, Вологда, Россия, 160034",59.201007,39.829368,-0.08820784688
123,80,496.5,BRYANSKAYA 67A            TRUBCHEVSK,"Брянская улица, 67А, Трубчевск, Брянская область, Россия, 242220",52.580391,33.766477,-0.1148972734
124,84,496.5,KRUPSKOY 15               ZAKAMENSK,"улица Крупской, 15, Закаменск, Республика Бурятия, Россия, 671950",50.375026,103.285462,0.01016356489
125,89,496.5,VOLODARSKOGO 1            TARUSA,"улица Володарского, 1, Таруса, Калужская область, Россия",54.727084,37.181081,-0.1333332451
126,93,496.5,ASTRAKHANSKAYA 189A       TAMBOV,"Астраханская улица, 189А, Тамбов, Россия, 392005",52.675552,41.465308,-0.07784460914
127,101,496.5,LENINGRADSKAYA 58         KHABAROVSK,"Ленинградская улица, 58, Хабаровск, Россия, 680021",48.496609,135.07277,-0.08953466824
128,106,496.5,LEKONTA 1/1               OMSK,"улица Леконта, 1к1, Омск, Россия, 644020",54.940753,73.386556,-0.1450012315
129,119,496.5,"IGNATIEVSKOE AVE,17       BLAGOVESHENS","Игнатьевское шоссе, городской округ Благовещенск, Амурская область, Россия",50.351708,127.460204,-0.03073961819
130,121,496.5,TAEZHNAYA 32              KAA-KHEM,"Таёжная улица, посёлок городского типа Каа-Хем, Кызылский кожуун, Республика Тыва, Россия",51.693519,94.559263,0.01133896738
131,126,496.5,KRASNOARMEYSKAYA 137      KIZIL,"Красноармейская улица, 137, Кызыл, Республика Тыва, Россия",51.716229,94.440685,0.03331461011
132,132,496.5,KOOPERATIVNAYA 59         CHEKMAGUSH,"Кооперативная улица, 59, село Чекмагуш, Чекмагушевский район, Республика Башкортостан, Россия, 452200",55.137945,54.652047,-0.05199984917
133,139,496.5,BEREZOVIY 3A              SELENGINSK,"микрорайон Берёзовый, 3А, посёлок городского типа Селенгинск, Кабанский район, Республика Бурятия, Россия, 671247",52.00588,106.864125,0.05474189016
134,145,496.5,"POSHEKHONSKOE AVE,22      VOLOGDA     ","Пошехонское шоссе, 22, Вологда, Россия",59.197256,39.859246,-0.01027313944
135,2940,1022,ABB 1 DEKABRISTOV UL      KAZAN,"1-й переулок Декабристов, поселок Фрунзевец, Апрелевка, Наро-Фоминский городской округ, Московская область, Россия",55.529053,37.026741,-0.1058371875
136,4620,1022,ABB 24 KORABELNAYA        NIZHNEKAMSK,"Корабельная улица, 24, Нижнекамск, Республика Татарстан, Россия, 423578",55.624388,51.7995,-0.08099983751
137,294,1022,ABB 53 A YULIUSA FUCHIKA  KAZAN,"улица Юлиуса Фучика, 53А, Казань, Республика Татарстан, Россия, 420141",55.743755,49.203549,-0.1259796301
138,1978,1022,ABB 14 CHISTOPOLSKAYA     KAZAN,"Чистопольская улица, 14, Казань, Республика Татарстан, Россия, 420066",55.818574,49.108157,-0.07859949535
139,1991,1022,"ABB 11 PROLETARSKAYA      VYS.GORA,   ","Пролетарская улица, 11, посёлок городского типа Кесова Гора, Кесовогорский район, Тверская область, Россия, 171470",57.587228,37.296586,-0.08709143012
140,4509,1022,ABB 97 RIKHARDA ZORGE     KAZAN,"улица Рихарда Зорге, 97, Казань, Республика Татарстан, Россия, 420139",55.744429,49.219772,-0.07706384346
141,4598,1022,ABB 141 POBEDY PR.        KAZAN,"проспект Победы, 141, Казань, Республика Татарстан, Россия, 420100",55.780957,49.213134,-0.06557084538
142,4665,1022,ABB 32 LENINA             ZELENODOLSK,"улица Ленина, 32, Зеленодольск, Республика Татарстан, Россия, 422550",55.846997,48.500033,-0.06655856144
143,4698,1022,ABB 113A LENINA           ALMETEVSK,"улица Ленина, 113А, Альметьевск, Республика Татарстан, Россия, 423461",54.898178,52.272481,-0.0748998024
144,153,1022,ABB 13 B. KHMELNICKOGO    CHELYABINSK,"улица Богдана Хмельницкого, 13, Челябинск, Россия, 454047",55.257591,61.395834,-0.1450012315
145,317,1022,ABB METRO ST.PL. TUKAYA   KAZAN,"метро Площадь Габдуллы Тукая, Центральная линия, Казань, Республика Татарстан, Россия",55.786065,49.124551,-0.08503765605
146,322,1022,ABB 45 KH. MAVLYUTOVA     KAZAN,"улица Хусаина Мавлютова, 45, Казань, Республика Татарстан, Россия, 420101",55.744617,49.192832,-0.02753584857
147,323,1022,"ABB 71 KRAJNOVA           BAZ.MATAKI, ","улица Крайнова, 71, село Базарные Матаки, Алькеевский район, Республика Татарстан, Россия, 422870",54.904359,49.924034,-0.06255262908
148,329,1022,ABB 2 LUSHNIKOVA          KAZAN,"улица Лушникова, 2, Казань, Республика Татарстан, Россия, 420034",55.818796,49.082348,-0.1190071404
149,330,1022,ABB 34 ENTUZIASTOV        CHEBOKSARY,"улица Энтузиастов, 34, Чебоксары, Чувашская Республика, Россия, 428010",56.118791,47.183606,-0.1050784905
150,347,1022,ABB 6B NAB-CHELNINSKIJ    NAB.CHELNY,,,,-0.1450012315
151,354,1022,ABB 36A MAMADYSHSKIJ      KAZAN,"Мамадышский тракт, 36, Казань, Республика Татарстан, Россия",55.795317,49.229447,-0.1072107785
152,365,1022,ABB 50A POBEDY PR.        KAZAN,"проспект Победы, 50А, Казань, Республика Татарстан, Россия, 420138",55.748919,49.207573,-0.06991247968
153,369,1022,ABB 77 ZORGE              KAZAN,"улица Рихарда Зорге, 77, Казань, Республика Татарстан, Россия, 420110",55.747627,49.214338,-0.07562818078
154,370,1022,ABB 65 SHAMILYA USMANOVA  NAB.CHELNY,"улица Шамиля Усманова, 65, Набережные Челны, Республика Татарстан, Россия, 423831",55.749268,52.391697,-0.09851593173
155,372,1022,"ABB 168 B. KRASNAYA       VYS.GORA,   ","Большая Красная улица, 168, село Высокая Гора, Высокогорский район, Республика Татарстан, Россия, 422701",55.918933,49.312991,-0.03087748248
156,375,1022,ABB 32 LENINGRADSKAYA     KAZAN,"Ленинградская улица, 32, Казань, Республика Татарстан, Россия, 420037",55.866793,49.088214,-0.08993537455
157,377,1022,ABB 113A LENINA           ALMETEVSK,"улица Ленина, 113А, Альметьевск, Республика Татарстан, Россия, 423461",54.898178,52.272481,-0.0655204796
158,1915,1022,ABB 32 LENINA             ZELENODOLSK,"улица Ленина, 32, Зеленодольск, Республика Татарстан, Россия, 422550",55.846997,48.500033,-0.09361562708
159,1939,1022,ABB 34-12 SIBIRSKIJ TR.   KAZAN,"Сибирский тракт, 34к12, Казань, Республика Татарстан, Россия",55.816111,49.188412,-0.1219101575
160,1949,1022,ABB 1A KOROLEVA           ZELENODOLSK,"улица Королёва, 1А, Зеленодольск, Республика Татарстан, Россия",55.852834,48.566814,-0.1240082287
161,1950,1022,ABB 5 GRUZDEVA            KAZAN,"улица Груздева, 5, Казань, Республика Татарстан, Россия, 420012",55.789031,49.145015,0.04301167939
162,1951,1022,ABB 2-1 LUNACHARSKOGO     ULYANOVSK,"улица Луначарского, 2с1, Ульяновск, Россия, 432012",54.263287,48.329201,-0.1450012315
163,1957,1022,ABB 1-1 SHKOLNYJ B-R      NAB.CHELNY,"Школьная улица, 1, поселок ЗЯБ, Набережные Челны, Республика Татарстан, Россия, 423806",55.690928,52.346511,-0.1321437058
164,255,1942,27 OPALIKHINSKAYA STR.    EKATERINBURG,"Опалихинская улица, 27, Екатеринбург, Свердловская область, Россия, 620034",56.854079,60.559521,-0.06442458022
165,161,1942,84 M.RYBALKO STR.         PERM,"улица Маршала Рыбалко, 84, Пермь, Россия, 614113",58.008839,55.962213,-0.08276887476
166,169,1942,52 TOKAREY ST.            EKATERINBURG,"улица Токарей, 52, Екатеринбург, Свердловская область, Россия, 620109",56.829487,60.560563,-0.07525260297
167,170,1942,"ST FURMANOVA,37           EKATERINBURG","улица Фурманова, 37, Екатеринбург, Свердловская область, Россия, 620142",56.815646,60.611812,-0.04879354159
168,247,1942,12A BELORECHENSKAYA       EKATERINBURG,"Белореченская улица, 12А, микрорайон Юго-Западный, Екатеринбург, Свердловская область, Россия, 620102",56.821026,60.567911,0.02169337991
