iter	RMSE
161	0.03782053074
162	0.0377015019
163	0.03766071031
164	0.03765297941
165	0.03753408342
166	0.03753292863
167	0.03752796805
168	0.03752408205
169	0.03752185404
170	0.03749278242
171	0.03746375905
172	0.03737673703
173	0.03737300758
174	0.03737025942
175	0.03736918726
176	0.03736770242
177	0.03736676944
178	0.03736550323
179	0.03728150966
180	0.03728018343
181	0.03727894185
182	0.03727770194
183	0.03727639517
184	0.0371955871
185	0.03719444735
186	0.03719335137
187	0.03719220476
188	0.037119153
189	0.03709733216
190	0.03709634401
191	0.03701055498
192	0.03700862159
193	0.03700745578
194	0.03690784531
195	0.03690597398
196	0.0368433115
197	0.03684234792
198	0.03684124241
199	0.03671869429
200	0.03671774831
201	0.03671667394
202	0.03665725205
203	0.0366561483
204	0.03654842873
205	0.03654750262
206	0.03654679833
207	0.03646208597
208	0.03638207476
209	0.03638103422
210	0.03638003477
211	0.03637919898
212	0.03627170746
213	0.0362207185
214	0.03614539676
215	0.03614444921
216	0.03614353836
217	0.03607497439
218	0.03602218927
219	0.03602133334
220	0.03595599351
221	0.03583776151
222	0.03577850743
223	0.03565309986
224	0.03565199963
225	0.03556757927
226	0.03556685206
227	0.03556610605
228	0.03551695857
229	0.03551607172
230	0.03551544938
231	0.03551460088
232	0.03549678007
233	0.03543421821
234	0.0354334505
235	0.03543269264
236	0.03543190812
237	0.03538673347
238	0.03531205818
239	0.03531103536
240	0.03523428434
241	0.03515612957
242	0.03506496827
243	0.03497105835
244	0.03487285027
245	0.03484708888
246	0.03484620038
247	0.03484218692
248	0.03472315837
249	0.03472223061
250	0.03466674974
251	0.03460896205
252	0.03452556972
253	0.03448557417
254	0.034484611
255	0.03448382092
256	0.03447729911
257	0.03443596254
258	0.03438323092
259	0.03434933423
260	0.03429254763
261	0.03418086966
262	0.03409576097
263	0.03403539209
264	0.0340348035
265	0.03403396498
266	0.03395938577
267	0.03389287048
268	0.03382191001
269	0.03382123268
270	0.03382047872
271	0.03381983862
272	0.03381920207
273	0.03381855929
274	0.03379121546
275	0.03379051674
276	0.03374263575
277	0.03369537241
278	0.03366758864
279	0.03366701418
280	0.03356407555
281	0.03356343368
282	0.03349732628
283	0.03342577005
284	0.03338001611
285	0.03334429413
286	0.03334367326
287	0.03334309488
288	0.03333709648
289	0.03327811903
290	0.03325462241
291	0.03325400038
292	0.03325345541
293	0.03322424089
294	0.03318825569
295	0.03318767778
296	0.03316296154
297	0.03316241035
298	0.03309664585
299	0.03305343159
300	0.03300101787
301	0.03293945287
302	0.03288766547
303	0.03281503218
304	0.03279138351
305	0.03278399482
306	0.03272458224
307	0.03267124695
308	0.03267076952
309	0.03267026985
310	0.03266043971
311	0.03258463003
312	0.03258415373
313	0.03258364031
314	0.03258311855
315	0.03256662635
316	0.03252156424
317	0.03247229737
318	0.03241735773
319	0.03241688642
320	0.03233964402
321	0.03233915121
322	0.03232656211
323	0.03229135024
324	0.03229092154
325	0.03229048549
326	0.03228999924
327	0.03225697556
328	0.03220126158
329	0.03220084255
330	0.03218211006
331	0.03208334712
332	0.03206689364
333	0.0320664583
334	0.03204335182
335	0.03198705653
336	0.03193270203
337	0.03188083905
338	0.03183938309
339	0.03179888438
340	0.03175020066
341	0.03171390597
342	0.03165913917
343	0.03165873825
344	0.03158057405
345	0.03153224004
346	0.03147710249
347	0.03145078778
348	0.03142700411
349	0.03136778326
350	0.03136735129
351	0.03129785742
352	0.0312974366
353	0.03125792376
354	0.03117815107
355	0.03108845535
356	0.03107201619
357	0.03105784276
358	0.03100309649
359	0.03100207576
360	0.03097157593
361	0.03090697726
362	0.03083464207
363	0.03078217056
364	0.03070028193
365	0.03066414561
366	0.03062536921
367	0.03059753315
368	0.03057542419
369	0.03055815304
370	0.03055775866
371	0.03052884251
372	0.03048240199
373	0.03044547055
374	0.03041968939
375	0.03039479717
376	0.03035692722
377	0.03027902707
378	0.03022356987
379	0.03018557063
380	0.03017777551
381	0.03017719943
382	0.03013437438
383	0.03013404217
384	0.03007908098
385	0.03006788322
386	0.03003060889
387	0.02999881982
388	0.02992803069
389	0.02992764087
390	0.02991238489
391	0.0298867003
392	0.02987183399
393	0.02987109762
394	0.02987074502
395	0.02986469651
396	0.02980466327
397	0.02973160255
398	0.02969564894
399	0.02963933285
400	0.0295979765
401	0.02959764571
402	0.02959685777
403	0.02959347514
404	0.02957527877
405	0.02957498316
406	0.02954943684
407	0.02954522217
408	0.02950794396
409	0.02945816017
410	0.02941013243
411	0.02940980604
412	0.02940939381
413	0.02937056088
414	0.02936243263
415	0.02933638584
416	0.02931145993
417	0.02927724888
418	0.0292240465
419	0.02918204373
420	0.02915107811
421	0.0291452334
422	0.0291449341
423	0.02914188476
424	0.02910984336
425	0.0290722607
426	0.02904763217
427	0.02897840776
428	0.0289491088
429	0.02888986761
430	0.02883684983
431	0.02883657157
432	0.02882983291
433	0.02880924667
434	0.02876801959
435	0.02876775374
436	0.02870046824
437	0.02869674788
438	0.02869646323
439	0.02862566013
440	0.02860045998
441	0.02858242289
442	0.02856689072
443	0.02853034688
444	0.02847355839
445	0.02843772356
446	0.02838341268
447	0.02837383266
448	0.02832133898
449	0.0282720861
450	0.02822795772
451	0.02819686406
452	0.02815929958
453	0.02814944392
454	0.02814919698
455	0.02811715434
456	0.02806184756
457	0.0280344238
458	0.02799540826
459	0.02799513719
460	0.02799180751
461	0.02798810251
462	0.02797443305
463	0.02797145985
464	0.02794892739
465	0.02793929138
466	0.0279390536
467	0.02789424703
468	0.02788970997
469	0.02788410504
470	0.02787211354
471	0.02783921265
472	0.02781121369
473	0.02779598914
474	0.02774266335
475	0.02769342466
476	0.02768043372
477	0.02766454098
478	0.02761986687
479	0.02756018723
480	0.02747994196
481	0.02742975039
482	0.02738570444
483	0.02734250621
484	0.02728296734
485	0.02727648783
486	0.02723929726
487	0.02719985428
488	0.02719591017
489	0.0271938115
490	0.02718469071
491	0.0271494155
492	0.0271492191
493	0.02714323039
494	0.02713248786
495	0.02712513713
496	0.02710031
