,id,atm_group,address,address_rus,lat,long,target,population,schools_nearby,supermarket_nearby,mall_nearby,bar_nearby,cafe_nearby,restaurant_nearby,food_nearby,police_nearby,post_office_nearby,place_of_worship_nearby,university_nearby,cinema_nearby,casino_nearby,nightclub_nearby,atm_nearby
32,2973.0,496.5,KRASNIY PUT' 9            KRUTINKA,"улица Красный Путь, 9, посёлок городского типа Крутинка, Крутинский район, Омская область, Россия, 646130",56.011686,71.508439,-0.05607726557,6 880,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0
33,4446.0,496.5,PERVOMAYSKAYA 11          POCHEP,"Первомайская улица, 11, Почеп, Брянская область, Россия, 243400",52.928305,33.458786,-0.07275458151,15 849,1,6,0,1,1,0,2,0,2,1,0,1,0,0,4.0
34,4447.0,496.5,OKTYABRSKAYA 138          PRYAMITSYNO,"Октябрьская улица, 138, посёлок городского типа Прямицыно, Октябрьский район, Курская область, Россия, 307200",51.65787,35.942753,-0.1166702729,7 214,2,2,0,0,1,0,1,3,1,1,0,0,0,0,1.0
35,4458.0,496.5,BORISA BOGATKOVA 248      NOVOSIBIRSK,"улица Бориса Богаткова, 248, Новосибирск, Россия, 630089",55.037515,82.978811,-0.1450012315,1 635 338,4,4,4,2,5,0,7,2,2,0,0,0,0,0,5.0
36,4466.0,496.5,GLADKOVA 10               CHEBOKSARY,"улица Фёдора Гладкова, 10, Чебоксары, Чувашская Республика, Россия, 428020",56.114525,47.247854,-0.07251412395,437 711,1,1,0,0,3,0,3,0,0,1,0,0,0,0,2.0
37,4470.0,496.5,LENINA 11                 KIREYEVSK,"улица Ленина, 11, Киреевск, Тульская область, Россия, 301260",53.928249,37.933231,0.003881073322,25 585,0,4,1,0,1,0,1,1,2,0,0,0,0,0,0.0
38,4489.0,496.5,LENINA 56                 AKSHA,"улица Ленина, 52/7, село Акша, Акшинский район, Забайкальский край, Россия",50.281236,113.286909,-0.05923667427,—,1,0,0,0,2,0,2,2,1,0,0,0,0,0,0.0
39,4491.0,496.5,VAREYKISA 2/1             ULYANOVSK,"улица Варейкиса, 2с1, Ульяновск, Россия",54.256466,48.324044,-0.09805944763,617 352,2,8,3,1,2,0,3,1,1,1,0,0,0,0,3.0
40,4510.0,496.5,PER. BAZARNY 4            SPASSK-DALNY,"Базарный переулок, 4, Спасск-Дальний, Приморский край",44.597339,132.816714,0.03919064159,данных нет —,2,1,2,0,0,0,0,0,2,0,0,0,0,0,2.0
41,4511.0,496.5,GRIGORENKO 8              LESOZAVODSK,"улица Григоренко, 8, Лесозаводск, Приморский край, Россия",45.462274,133.403108,-0.02977198219,34 394,0,0,2,0,1,0,1,2,0,0,0,0,0,0,0.0
42,4512.0,496.5,SEMIRECHENSKAYA 93        OMSK,"Семиреченская улица, 93, Омск, Россия, 644016",54.931034,73.29667,-0.1265452639,1 110 836,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0.0
43,4523.0,496.5,AVTOZAVODSKAYA 56         ULYANOVSK,"Автозаводская улица, 56, Ульяновск, Россия, 432008",54.291753,48.315699,-0.1291552724,"617352,00",1,2,0,0,2,0,2,0,1,0,0,0,0,0,0.0
44,4526.0,496.5,"MOSKOVSKIY PR-T, 19B      VORONEZH    ","Московский проспект, 19, Воронеж, Россия, 394026",51.693681,39.181539,-0.05962481807,1 51 995,3,3,0,0,3,0,3,2,2,1,0,0,0,0,3.0
45,4542.0,496.5,B.KHMELNITSKOGO 81        EYSK,"улица Богдана Хмельницкого, 81, Ейск, Краснодарский край, Россия",46.695209,38.283637,-0.03800440301,"82280,00",2,1,0,0,0,0,0,0,1,0,0,0,0,0,9.0
46,4574.0,496.5,KALININA AVE. 15/1        TVER,"проспект Калинина, 15с1, Тверь, Россия, 170001",56.85372,35.865292,-0.02571505261,416 219,3,5,2,0,6,3,9,0,2,3,1,1,0,1,3.0
47,4584.0,496.5,OKTIABRSKAYA 1            NAMTSY,"Октябрьская улица, 1, село Намцы, Намский улус, Республика Саха (Якутия), Россия, 678380",62.718415,129.665604,-0.1450012315,9 585,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0.0
48,4586.0,496.5,SVOBODY 51                IVANOVO,"улица Свободы, 51, Иваново, Россия, 153045",57.015939,41.005425,-0.05672162737,361 644,1,1,1,0,0,0,0,0,1,0,0,0,0,0,2.0
49,4588.0,496.5,PROFINTERNA 9/25          OMSK,"улица Профинтерна, 9, Омск, Россия, 644082",54.933853,73.332046,-0.006336406011,1 110 836,2,1,2,0,2,0,2,2,2,0,0,0,0,0,0.0
50,4594.0,496.5,KAZANSKY PR. 75/48        V.VOLOCHEK,"Казанский проспект, 75/48, Вышний Волочёк, Тверская область, Россия, 171163",57.58633,34.560713,-0.08487923387,45 830,3,8,0,2,8,3,13,1,2,1,0,0,0,0,0.0
51,4606.0,496.5,KLUCHEVSKAYA 6B           ULAN-UDE,"Ключевская улица, 6, Улан-Удэ, Республика Бурятия, Россия, 670013",51.820888,107.632517,0.04071184695,437 565,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0.0
52,4608.0,496.5,BONDARENKO 37             IVANOVKA,"улица Бондаренко, 39, село Ивановка, Ивановский район, Амурская область, Россия",50.35649,128.00231,0.01602564044,12 49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
53,4624.0,496.5,SOVETSKAYA 29             CHERDAKLY,"Советская улица, 29, посёлок городского типа Чердаклы, Чердаклинский район, Ульяновская область, Россия",54.358775,48.852236,-0.03809599631,11 619,1,3,0,0,0,0,0,0,1,1,0,0,0,0,0.0
54,4649.0,496.5,LENINA 7                  YASNOGORSK,"улица Ленина, 7, Ясногорск, Тульская область, Россия, 301030",54.481354,37.694199,-0.09431827157,15 78,7,4,3,0,3,0,3,2,2,0,0,1,0,0,4.0
55,4655.0,496.5,"POCHTOVIY PER, 3          ELIZOVO     ","Почтовый переулок, 3, Елизово, Камчатский край, Россия, 684005",53.183976,158.387789,-0.02281632312,38 980,2,2,4,1,3,0,4,1,3,1,0,0,0,0,1.0
56,4680.0,496.5,SHUHOVA 26                TULA,"улица Шухова, 26, Тула, Россия, 300004",54.208238,37.669046,-0.0908961794,473 622,2,3,1,0,1,1,2,2,1,0,0,0,0,0,2.0
57,4685.0,496.5,PROLETARSKAYA 11          P.PERVOMAYSK,"Пролетарская улица, 11, Первомайск, Нижегородская область, Россия, 607760",54.865166,43.793364,0.01306862259,13 823,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.0
58,4703.0,496.5,SOVETSKAYA 21A            PETROPAVLOVK,"Советская улица, 21, Петропавловск-Камчатский, Камчатский край, Россия",53.016529,158.649756,-0.1167487462,164 900,3,1,0,0,6,3,9,1,0,2,1,0,0,0,2.0
59,4712.0,496.5,LENINSKAYA 59B            ORENBURG,"Ленинская улица, 59, Оренбург, Россия, 460014",51.762709,55.111921,-0.1102991529,543 654,2,4,0,1,2,1,4,0,1,2,7,0,0,0,6.0
60,4713.0,496.5,"1-ST VISHNEVAYA, 17       KURSK       ","Вишневая улица, СТ Дружба-1, городской округ Ухта, Республика Коми, Россия",63.541994,53.852339,-0.05392474062,440 52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
61,8483.0,496.5,"STROITELEY AVE, 1V        PENZA       ","проспект Строителей, 1, Пенза, Россия, 440066",53.220223,44.943414,-0.03184849342,488 919,3,1,3,0,0,0,0,0,1,0,0,0,0,0,3.0
62,8486.0,496.5,MOSKOVSKAYA 83            PENZA,"Московская улица, 83, Пенза, Россия, 440000",53.197086,45.019035,0.02590888067,488 919,2,11,14,7,29,4,40,0,2,1,0,0,0,4,12.0
63,8487.0,496.5,MIRA 41                   PENZA,"улица Мира, 41, Пенза, Россия",53.188433,44.970049,-0.01822629646,488 919,3,4,2,0,0,0,0,0,3,0,0,0,0,0,4.0
64,8497.0,496.5,"TRUDOVAYA 1, K.1          RYAZAN      ","Трудовая улица, 1к1, Рязань, Россия, 390011",54.603425,39.762453,-0.1168273378,528 599,2,5,2,0,0,0,0,0,1,0,0,0,0,1,1.0
65,8500.0,496.5,GAGARINA 29               KURAGINO,"переулок Гагарина, 29, посёлок городского типа Курагино, Курагинский район, Красноярский край, Россия, 662910",53.890961,92.68067,0.005782464392,12 680,1,2,0,0,1,0,1,0,0,1,0,0,0,0,0.0
66,8502.0,496.5,50 LET OKTYABRYA 6        VICHUGA,"улица 50 лет Октября, 6, Вичуга, Ивановская область, Россия, 155331",57.21764,41.937328,-0.1043306881,34 830,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0.0
67,8511.0,496.5,PODROYKINA 28             BAGAEVSKAYA,"улица Подройкина, 28, станица Багаевская, Багаевский район, Ростовская область, Россия",47.321464,40.369543,-0.03813813379,15 428,2,5,0,0,1,0,1,1,2,0,0,0,0,0,0.0
68,8518.0,496.5,KRASNOARMEYSKAYA 233      KYZYL,"Красноармейская улица, 233, Кызыл, Республика Тыва, Россия, 667000",51.715113,94.428118,-0.03146751179,125 241,2,0,1,0,4,0,4,0,0,0,0,0,0,0,0.0
69,8534.0,496.5,CHERNISHEVSKOGO 56/2      YAKUTSK,"улица Чернышевского, 56/2, Якутск, Республика Саха (Якутия), Россия, 677007",62.011688,129.721308,-0.07610920527,355 443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
70,8542.0,496.5,FRIDRIHA ENGELSA 88       VORONEZH,"улица Фридриха Энгельса, 88, Воронеж, Россия, 394018",51.659009,39.187756,-0.03186387874,1 51 995,4,4,3,1,9,7,17,0,1,2,1,0,0,0,19.0
71,8557.0,496.5,SOVETSKAYA 54/1           DOMODEDOVO,"Советская улица, 54, микрорайон Северный, Домодедово, Московская область, Россия",55.443659,37.747981,0.08008944083,152 404,0,3,1,0,0,0,0,0,1,0,0,0,0,0,1.0
72,8560.0,496.5,ORDZHONIKIDZE 34          SHIMANOVSK,"улица Орджоникидзе, 34/25, Шимановск, Амурская область, Россия",51.996266,127.667571,-0.0616802506,16 417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
73,8566.0,496.5,TEKSTILSCHIKOV 18         LENINSK-KUZN,"проспект Текстильщиков, 18, Ленинск-Кузнецкий, Кемеровская область, Россия, 652523",54.697469,86.213438,-0.05952003291,92 244,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
74,8575.0,496.5,GAGARINA 9                CHELIABINSK,"улица Гагарина, 9, Ленинский район, Челябинск, Россия, 454010",55.141845,61.443095,-0.02900062543,1 179 540,3,9,1,0,3,1,4,0,2,0,0,0,0,0,2.0
75,8585.0,496.5,KIROVA 42                 CHELYABINSK,"улица Кирова, 42, Челябинск, Россия, 454084",55.179241,61.398556,0.007030613269,1 179 540,5,7,2,0,1,0,1,0,2,1,1,0,0,0,2.0
76,8588.0,496.5,"KIROVA AVE, 27A           PYATIGORSK  ","проспект Кирова, 27А, Пятигорск, Ставропольский край, Россия",44.03603,43.07835,-0.06341569106,146 473,2,1,1,3,23,5,31,1,1,3,1,2,0,1,1.0
77,8590.0,496.5,"OKTIABRYA AVE, 16         NIZHNIY NOVG","проспект Октября, 16, микрорайон Соцгород-I, Нижний Новгород, Россия, 603043",56.251202,43.866514,-0.04874488173,1 204 274,3,3,0,0,1,0,1,1,1,0,0,0,0,0,0.0
78,8594.0,496.5,"MIRA AVE, 27K/1           KUVANDYK    ","проспект Мира, 27, Кувандык, Оренбургская область, Россия, 462241",51.482219,57.376188,-0.09031216941,22 474,4,3,0,0,0,0,0,0,1,0,0,1,0,0,0.0
79,8601.0,496.5,POBEDI 31B                LESOSIBIRSK,"улица Победы, 31, Лесосибирск, Красноярский край, Россия, 662543",58.18613,92.53111,0.04380837954,55 730,2,1,0,2,0,1,3,0,1,0,0,0,0,0,0.0
80,8617.0,496.5,INDUSTRIALNAYA 30         SARAPUL,"Индустриальная улица, 30, Сарапул, Удмуртская Республика, Россия, 427968",56.449732,53.723485,-0.1450012315,94 290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
81,8618.0,496.5,LENINA 48                 SVOBODNY,"улица Ленина, 48, Свободный, Амурская область, Россия",51.37197,128.139357,-0.1225081913,53 976,1,3,1,0,3,2,5,1,0,0,0,0,0,0,3.0
82,8619.0,496.5,STAVROPOLSKAYA 100        KRASNODAR,"Ставропольская улица, 100, микрорайон Черёмушки, Краснодар, Россия, 350033",45.01906,38.998633,-0.04738277255,1 138 654,1,2,1,0,0,0,0,0,1,0,0,0,0,0,4.0
83,8625.0,496.5,KHALTURINA 11             GELENDZHIK,"улица Халтурина, 11, Геленджик, Краснодарский край, Россия",44.568385,38.080115,-0.02005995273,80 204,0,3,1,1,19,6,26,0,3,0,1,0,0,0,8.0
84,8643.0,496.5,SCHETINKINA 12            TURAN,"улица Щетинкина, 14, Туран, Пий-Хемский кожуун, Республика Тыва, Россия",52.142246,93.922393,0.00748899819,4 991,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0
85,8658.0,496.5,BIRYUZOVA 31              MOSCOW,"улица Маршала Бирюзова, 31, Москва, Россия, 123060",55.796526,37.486859,-0.07718966161,13 104 177,4,5,1,0,12,7,19,4,3,1,1,0,0,0,5.0
86,8659.0,496.5,MYASNIKYANA 95            CHALTIR,"улица Мясникяна, 95, село Чалтырь, Мясниковский район, Ростовская область, Россия, 346800",47.284715,39.500702,-0.09023119784,15 334,1,3,0,0,1,2,3,1,1,1,0,1,0,0,1.0
87,8660.0,496.5,LENINA 19                 TOSNO,"проспект Ленина, 19, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",59.547013,30.864595,-0.0103225371,35 746,1,4,1,0,0,0,0,0,0,0,0,0,0,0,2.0
88,8663.0,496.5,CHAPAEVA 2A               SERYSHEVO,"улица Чапаева, 2, посёлок городского типа Серышево, Серышевский район, Амурская область, Россия, 676351",51.092978,128.362247,-0.08702164994,9 817,2,2,0,1,0,1,2,1,1,1,1,0,0,0,1.0
89,8691.0,496.5,GAGARINA 14-4             P. HOVU-AKSY,"улица Гагарина, 14, село Хову-Аксы, Чеди-Хольский кожуун, Республика Тыва, Россия",51.131723,93.716464,-0.01014840116,3 763,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0
90,8697.0,496.5,LENINA 93                 UST-LABINSK,"улица Ленина, 93, Усть-Лабинск, Краснодарский край, Россия, 352333",45.215441,39.690147,-0.08251826011,38 219,2,2,1,0,3,0,3,4,1,2,0,1,0,0,6.0
91,8699.0,496.5,TSENTRALNAYA 45           KRASN.YARUGA,"Центральная улица, 45, посёлок городского типа Красная Яруга, Краснояружский район, Белгородская область, Россия, 309420",50.802065,35.656945,-0.04783485348,9 818,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0
92,8700.0,496.5,BAUMANA 16                YOSHKAR-OLA,"улица Баумана, 16, Йошкар-Ола, Республика Марий Эл, Россия, 424019",56.64108,47.84341,-0.09438394858,281 248,3,3,2,0,6,0,6,0,0,1,0,0,0,0,3.0
93,8702.0,496.5,"70 LET OKTYABRYA, 25/2    OMSK        ","улица 70 лет Октября, 25/2, Омск, Россия, 644074",54.976597,73.33404,-0.08490357517,1 110 836,0,1,3,0,4,0,4,0,0,0,0,0,0,0,7.0
94,8709.0,496.5,KRASNOOKTYABRSKAYA 66V    MAYKOP,"Краснооктябрьская улица, 62, Майкоп, Республика Адыгея, Россия, 385006",44.618387,40.10746,-0.02194054584,143 385,5,9,3,0,6,1,7,1,1,0,0,1,0,0,2.0
95,8715.0,496.5,SHOLOM-ALEYHAMA 72        BIROBIDZHAN,"улица Шолом-Алейхема, 72, Биробиджан, Еврейская автономная область, Россия, 679016",48.801131,132.906429,0.07325575442,70 63,1,1,2,0,5,0,5,0,1,0,0,0,0,0,0.0
96,8717.0,496.5,LENINA 40                 EFREMOV,"улица Ленина, 40, Ефремов, Тульская область, Россия, 301840",53.145073,38.105187,-0.05393145649,36 686,1,4,1,0,2,0,2,0,0,0,0,0,0,0,1.0
97,8720.0,496.5,KASHIRINIKH 124           CHELYABINSK,"улица Братьев Кашириных, 124, Челябинск, Россия, 454128",55.174296,61.304511,-0.08112422369,1 179 540,3,8,1,0,2,2,4,0,2,0,0,0,0,0,7.0
98,8722.0,496.5,AVTOMOBILISTOV 4A         ULAN-UDE,"проспект Автомобилистов, 4Ак1, Улан-Удэ, Республика Бурятия, Россия, 670045",51.831086,107.657625,-0.119230224,437 565,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0.0
99,8731.0,496.5,YAROSLAVSKAYA 56          UGLICH,"Ярославская улица, 56, Углич, Ярославская область, Россия, 152610",57.53267,38.333269,-0.02330640467,32 57,2,5,0,0,1,1,2,0,1,1,0,0,0,0,1.0
100,8735.0,496.5,K.MARKSA 8                KURSK,"улица Карла Маркса, 8, Курск, Россия, 305004",51.750199,36.191928,-0.1417534018,440 52,7,4,6,1,17,2,20,0,0,2,3,2,0,0,13.0
101,8736.0,496.5,LUNACHARSKOGO 49          OBOYAN,"улица Луначарского, 49, Обоянь, Курская область, Россия",51.208488,36.280367,0.0312245047,13 149,1,2,0,0,0,0,0,1,1,3,0,0,0,0,0.0
102,8745.0,496.5,AK. KIRENSKOGO 2          KRASNOYARSK,"улица Академика Киренского, 2, Красноярск, Россия, 660074",55.995649,92.786905,-0.09148681288,1 196 913,0,1,0,0,2,0,2,0,1,0,2,0,0,0,4.0
103,8750.0,496.5,LENINA 23                 BRYANSK,"проспект Ленина, 23, Брянск, Россия, 241050",53.239434,34.35879,-0.02733394785,379 351,2,3,2,0,8,0,8,0,0,0,2,0,0,1,4.0
104,8755.0,496.5,KIROVA 7A                 ASTRAKHAN,"улица Кирова, 7/28, Астрахань, Россия, 414000",46.352547,48.037589,-0.04529878585,475 629,3,3,0,8,16,8,32,1,2,3,0,0,0,0,9.0
105,8756.0,496.5,OKTYABRSKAYA 4            VOLODARSKIY,"Октябрьская площадь, 4, посёлок городского типа Володарский, Володарский район, Астраханская область, Россия, 416170",46.402883,48.543027,-0.05870397595,11 95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
106,8759.0,496.5,"NABEREZHNAYA 1 MAY, 160   ASTRAKHAN   ","улица Набережная 1 Мая, 160/94, Астрахань, Россия, 414000",46.343241,48.051675,-0.07256212673,"475629,00",1,0,4,0,0,0,0,0,0,2,0,0,0,0,1.0
107,8770.0,496.5,BEZHITSKAYA 1/5           BRYANSK,"Бежицкая улица, 1к5, Брянск, Россия, 241007",53.268374,34.355008,-0.04295661014,379 351,0,5,1,0,6,0,6,0,1,1,2,0,0,0,0.0
108,8771.0,496.5,KRILATAYA 2               KRASNODAR,"Крылатая улица, 2, жилой массив Пашковский, Краснодар, Россия, 350023",45.011446,39.122529,-0.0618519972,1 138 654,0,1,1,0,3,1,4,0,1,0,0,1,0,0,4.0
109,8781.0,496.5,SOVETSKIY 3               BIKIN,"Советский переулок, 3, Бикин, Хабаровский край, Россия, 682970",46.824789,134.253417,-0.003457932609,15 656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0
110,8790.0,496.5,PUSHKINA 22               ELETS,"улица Пушкина, 22, Елец, Липецкая область, Россия, 399772",52.608066,38.501362,-0.08184239792,99 448,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0.0
111,8797.0,496.5,IPPODROMNAYA 15B          ELISTA,"Ипподромная улица, 15, Элиста, Республика Калмыкия, Россия, 358005",46.321623,44.233611,-0.07983827673,101 49,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0
112,13.0,496.5,KOMMUNARSKIY 18           BIYSK,"Коммунарский переулок, 18, Бийск, Алтайский край, Россия, 659300",52.540672,85.22168,-0.05035007442,183 852,2,3,1,0,4,0,4,0,2,0,0,0,0,0,5.0
113,18.0,496.5,VERKHNAYA DUBROVA 26ZH    VLADIMIR,"улица Верхняя Дуброва, 26Ж, Владимир, Россия, 600022",56.109039,40.344112,-0.09047449122,349 951,3,8,3,0,3,0,3,0,2,0,0,0,0,0,5.0
